start_index,observed_variability,RMSE_Physics-Compact,RMSE_DLinear,RMSE_TimeMixer,RMSE_iTransformer,RMSE_PatchTST,mean_modern_RMSE,PhysicsCompact_skill_fraction,eligible,selected
3755,3.187051668210314,1.5734857755123512,1.610983800749959,1.6854626997630866,1.7755506569387602,1.698675109564054,1.6926680667539649,0.07041090547077543,1,0
3756,3.1698566072554923,1.5649887562685205,1.601363638527312,1.674339781913682,1.7590747800947,1.6849880544596851,1.6799415637488448,0.06842667028477072,1,0
3757,3.1573258794307657,1.5602976677977611,1.596030068104236,1.6669049078549338,1.747453603433239,1.6769421832356253,1.6718326906570085,0.06671422534237892,1,0
3758,3.137981545219346,1.5498975573721565,1.5850705736983821,1.6492411860681035,1.7274815317406562,1.661290916447,1.6557710519885356,0.06394210992469515,1,0
3759,3.115917199002771,1.5452851925680122,1.5794766560537434,1.6354743994101875,1.713032031124558,1.6501641962181592,1.644536820701662,0.06035232953391874,1,0
3760,3.0969478022382715,1.5416409771681348,1.5755532588306977,1.6231284665069166,1.702203729865932,1.6428134220274542,1.6359247193077502,0.05763330123131343,1,0
3761,3.082185062516287,1.5394680036424302,1.57276583981908,1.6133436642166794,1.693398526986556,1.636821944010729,1.6290824937582609,0.05500917876116379,1,0
3762,3.072848980431574,1.5395543017694142,1.5720520636952093,1.610457662044132,1.6891563724661907,1.6345050396974006,1.6265427844757332,0.05348059918040034,1,0
3763,3.0634593400499193,1.5429872868868617,1.5751066981279152,1.6116159932378458,1.6895047888269652,1.6355850489310975,1.6279531322809557,0.052191825249322,1,0
3764,3.0491980996456607,1.5440194633757114,1.5758333888987917,1.6081094883339724,1.6849523333835132,1.6323581364254758,1.625313336760438,0.0500173545285495,1,0
3765,3.032442198769829,1.5447856154718578,1.5760213782002581,1.603323658479353,1.6784483483009722,1.6262897993259695,1.6210207960766383,0.04702911942233731,1,0
3766,3.0164636900947746,1.543071464695878,1.5744446888273498,1.5974521319940298,1.6708005746686065,1.6197159856618437,1.6156033452879575,0.04489460906578628,1,0
3767,3.0030426675669535,1.5425935799055668,1.5740769189830728,1.5929001509264584,1.6659311246463013,1.615812012482686,1.6121800517596296,0.043162965438079966,1,0
3768,2.9915338439104886,1.542742174540278,1.5741087953080972,1.5918450608124355,1.6637293921038194,1.6136030213561847,1.6108215673951343,0.042263770384542126,1,0
3769,2.9679187909306917,1.5377618977588876,1.5685813645515454,1.58031427890018,1.650263363895802,1.6000965032996697,1.5998138776617994,0.0387869993937067,1,0
3770,2.9504761895218463,1.5337137989936378,1.5628977875740842,1.5710961828534589,1.6397162762229323,1.589966187869637,1.590919108630028,0.035957396781569166,1,0
3771,2.9275674903953743,1.52956703431616,1.556851118588038,1.5601049606267194,1.6269837208952493,1.5764739155546696,1.580103428916169,0.031982966225618,1,0
3772,2.910331938691474,1.527443280549185,1.553827103223521,1.5517696303732982,1.6186497801704758,1.5692432439683726,1.5733724394339168,0.02919153643066008,1,0
3773,2.8920993975136446,1.5232535198022157,1.54871842854443,1.5407961193951776,1.6089028418144493,1.5605212945268085,1.5647346710702166,0.02651002245615829,1,0
3774,2.8750037042686483,1.5212075527660978,1.5447677604611478,1.533570667527031,1.60068509717527,1.5531159636906788,1.5580348722135318,0.02363703156086146,1,0
3775,2.853415512756677,1.5167757362484522,1.5384279287644396,1.5226906496883035,1.5883018973355587,1.5412017383169323,1.5476555535263086,0.019952642051066987,1,0
3776,2.836192247273895,1.514610909588882,1.5349314888328245,1.5163936233753776,1.5809926713597298,1.5336426043085627,1.5414900969691236,0.01743714567683015,1,0
3777,2.8199342626875032,1.5121164162998328,1.530514898526411,1.5108397105957687,1.573510686216027,1.5266370535748424,1.5353755872282622,0.015148847696880451,1,0
3778,2.7997858003757465,1.5097704412548942,1.5269910153492188,1.5034915702880944,1.5652013717116129,1.5189473851335908,1.528657835620629,0.012355540870967128,1,0
3779,2.786472572987767,1.5144095156937472,1.53047109909996,1.505770693612209,1.5658286817972038,1.5197084609334528,1.5304447338607066,0.010477489197867928,1,0
3780,2.7748372265767327,1.519549225016712,1.534823277951945,1.508670391563176,1.567812125386127,1.5219034548664438,1.5333023124419232,0.008969586306374348,1,0
3781,2.754740063863376,1.520678136489377,1.5356918174938126,1.503959674858019,1.5621053674592806,1.5173775445226656,1.5297836010834445,0.005952125900433604,1,0
3782,2.7400941420811606,1.5243016062789967,1.5385130905622626,1.5042712102188411,1.5614549032470124,1.5168825300314823,1.5302804335148996,0.003907014103402058,1,0
3783,2.7279388147622647,1.5266881055347394,1.5406464794449057,1.5047366087128462,1.5618082807139146,1.5168541800866033,1.5310113872395674,0.002823807674365451,1,0
3784,2.722304332916621,1.5263082502648995,1.5386568662585063,1.5059306802142651,1.561702627663843,1.516841390835651,1.5307828912430663,0.0029231062117066387,1,0
3785,2.714944282712566,1.526237853477133,1.5381317143451365,1.5073267022458472,1.5624703813501788,1.5172888981120731,1.5313044240133091,0.0033086631611090158,1,0
3786,2.703793637070444,1.5275168053556039,1.5388294885967135,1.5070498737940916,1.5611596906444316,1.516670541046771,1.530927398520502,0.0022277954971569795,1,0
3787,2.693278069477964,1.528955038918707,1.5396186667054392,1.5077621180791532,1.5606911230847906,1.5163806668605608,1.5311131436824859,0.0014095005145004515,1,0
3788,2.6833556739971,1.529401776208307,1.5399479653877532,1.5081330376117186,1.5611167277148823,1.516107940702922,1.531326417854319,0.0012568461064682264,1,0
3789,2.677577432639607,1.529915929163703,1.5413270726442734,1.5095584603343009,1.5638573370531157,1.51789589439617,1.533159691106965,0.002115736515952802,1,0
3790,2.6744231602199386,1.528502675743297,1.5405155503108854,1.5100570456740774,1.5653441912699821,1.5185942887367503,1.5336277689979236,0.003341810417253649,1,0
3791,2.6675327444348476,1.5275142766245575,1.5401157864219561,1.5103858519985636,1.5653997046732293,1.5186250560266306,1.533631599780095,0.0039887826753273225,1,0
3792,2.6629604029597647,1.5266139514170665,1.5397970087446122,1.5111940525544718,1.566364978070489,1.5193113756577579,1.5341668537568327,0.004923129659118152,1,0
3793,2.6617391271422473,1.522998395572576,1.537141642107019,1.5108029283988371,1.5663971910813226,1.5181839005174418,1.533131415526155,0.006609361631338961,1,0
3794,2.655934472189753,1.5236873178872885,1.5383411244665814,1.5110383882129397,1.567110557523116,1.5187075419061165,1.5337994030271884,0.0065928341867536044,1,0
3795,2.6509627645719536,1.5239383978888623,1.5390689776830064,1.5115696877952869,1.5677184883034287,1.5189537112908584,1.534327716268145,0.006771251193031971,1,0
3796,2.6470385461212467,1.5225661147176943,1.5391874727086108,1.5116030615986351,1.5681831829139166,1.5189874199088436,1.5344902842825014,0.007770769021442613,1,0
3797,2.6431446387601323,1.5205608383037243,1.5384659591322876,1.5108493584598046,1.5679859581457798,1.5185735696263567,1.5339687113410572,0.008740643103216308,1,0
3798,2.636536764613607,1.5206044898218523,1.53898377151359,1.510705314926122,1.5678469547479372,1.5186229059746759,1.5340397367905814,0.00875808275790656,1,0
3799,2.6313128942997768,1.5208062529578108,1.5394559215990147,1.5108100922703376,1.5682125931190345,1.5183539002432591,1.5342081268079115,0.008735368830293444,1,0
3800,2.6245371894204674,1.5202372195404872,1.5391741478884062,1.5094217073867104,1.566464757903757,1.518593078280769,1.5334134228649106,0.008592727263209931,1,0
3801,2.6198536652109965,1.5199460699392509,1.5393439097862922,1.5091662159968808,1.5660060988334634,1.5187570075005066,1.5333183080292858,0.008721110300457949,1,0
3802,2.6163297358826947,1.5195504863885663,1.5385138023322447,1.5090059674925533,1.5659091642520422,1.518285357365916,1.532928572860689,0.008727142744268276,1,0
3803,2.6107078961309678,1.5190149444674468,1.5379920713689808,1.5078931377052407,1.5645065513493526,1.5184292024819097,1.5322052407263709,0.008608700654666202,1,0
3804,2.605741202809885,1.520117695423844,1.5387839104807406,1.508387621273315,1.5644702861104882,1.5198604294192373,1.5328755618209453,0.008322832403920564,1,0
3805,2.603178135316924,1.5221908656553633,1.5399284261529635,1.5103664236153271,1.5657006380187066,1.5219989956457485,1.5344986208581863,0.008020701377978272,1,0
3806,2.601400833551038,1.525408170406894,1.542123713652419,1.5130815796509103,1.5675801947858907,1.5253470523043091,1.5370331350983824,0.007563249240390798,1,0
3807,2.59812765674763,1.5259869665907035,1.542211842838393,1.5134667834072968,1.5672685520457486,1.5260319158934232,1.5372447735462154,0.007323366551145647,1,0
3808,2.5959236366315244,1.5268759770781812,1.5426709472789628,1.5140639063338162,1.567342003908927,1.5269414444579281,1.5377545754949085,0.0070743398134426455,1,0
3809,2.595531769271834,1.526766676303653,1.542427525327693,1.5151137455121562,1.5680192909641804,1.5270644735989334,1.5381562588507407,0.007404697982763917,1,0
3810,2.594440651495685,1.5260648153563294,1.5415633891243914,1.515442580926611,1.568098060395216,1.5271357118188444,1.5380599355662656,0.007798863966585266,1,0
3811,2.5919541962226074,1.526483801714538,1.5418037176977148,1.5158911852046444,1.5682601377807497,1.5276298955385814,1.5383962340554225,0.007743409712777165,1,0
3812,2.590959175523478,1.5256498048257268,1.5411122339116283,1.5156905911366714,1.567492733707235,1.5268639978288685,1.5377898891461008,0.007894501326910898,1,0
3813,2.5911891534003764,1.525115709657029,1.540216868785063,1.5165766032074846,1.5679603383360303,1.5271622060329322,1.5379790040903774,0.008363764654223163,1,0
3814,2.5893667400337455,1.523946388574449,1.5385005821597035,1.5163888281536817,1.5679959102102996,1.526517086837286,1.5373506018402427,0.008719034714494223,1,0
3815,2.5895517395129337,1.5213058911145454,1.5349260492030672,1.5160243602681076,1.5676588097930753,1.5253523054579075,1.5359903811805393,0.009560274755566924,1,0
3816,2.587195180466365,1.514462373611789,1.526583881877079,1.5113644631342322,1.5639511236714576,1.5197210085152664,1.5304051192995087,0.010417336878105157,1,0
3817,2.586368195200774,1.5096681205151523,1.5209549215768892,1.5090844574132618,1.5619303091782155,1.5163319313091592,1.5270754048693815,0.01139909941494877,1,0
3818,2.5872549199355275,1.5028105139513768,1.5132436225339096,1.50517824090201,1.5583398053717665,1.5109385128121808,1.5219250454049666,0.01255944339131611,1,0
3819,2.58710993200685,1.4985891761668602,1.5086847696344858,1.5028005554905275,1.5566342787743055,1.5075445148130808,1.5189160296781,0.013382473496936872,1,0
3820,2.5873298456888536,1.4938916160326412,1.5036678268413222,1.5003036060396695,1.5543645101830692,1.5036542846796255,1.5154975569359215,0.014256664950990627,1,0
3821,2.588445243034781,1.4891935716296718,1.4986267168250755,1.497809181903413,1.5524523258329326,1.5000295693947772,1.5122294484890495,0.015233056651815692,1,0
3822,2.5911165939672998,1.485211784070728,1.4936427868552087,1.4955482335364818,1.5498946706046834,1.4956699726048273,1.5086889159003003,0.015561280779717608,1,0
3823,2.5929577960880428,1.4826463242827375,1.490611047153526,1.494314189647402,1.5480185637677069,1.4927396833953999,1.5064208709910087,0.015782141077633267,1,0
3824,2.5952728851255515,1.4795157937595786,1.4866643062847187,1.4923931168698854,1.5456812328757343,1.4889692276731246,1.5034269709258659,0.01590444872195011,1,0
3825,2.5978027721092003,1.4763886915328113,1.4833913685802158,1.4907451332806967,1.5432360847106765,1.485413209478196,1.5006964490124464,0.01619765109435099,1,0
3826,2.598890318348584,1.474839759091315,1.4821357178468628,1.4895922905185435,1.5422172259688507,1.483629112471727,1.4993935867014958,0.01637583875771848,1,0
3827,2.599979664762574,1.47456116287225,1.4825036932286813,1.4896555235247937,1.5424439422432425,1.4834400139844635,1.4995107932452951,0.016638513364114118,1,0
3828,2.6008249027877453,1.4670786049820292,1.475101694625252,1.4837211339704313,1.535888467490068,1.4749994569257157,1.4924276882528666,0.016985133330320812,1,0
3829,2.601635996717586,1.463028736341581,1.4716033921072464,1.4808806695825822,1.5329367712467188,1.4706236903729355,1.4890111308273708,0.017449429321158005,1,0
3830,2.6019330210276572,1.4591911806174476,1.4682629549714192,1.4790328673730568,1.5310626523116417,1.4666596213143557,1.4862545239926184,0.018209090662660424,1,0
3831,2.60206585872476,1.4542587506637956,1.4635776329737429,1.476581704584314,1.527749733717329,1.4610160515706534,1.4822312807115097,0.01887190643708889,1,0
3832,2.604321735918063,1.449135660502544,1.4582785451121354,1.4746460927475324,1.5235870317600881,1.4553701923759446,1.4779704654989252,0.019509730180330254,1,0
3833,2.6033824467050475,1.4451278335230255,1.4542816188102443,1.4734554630323984,1.5218422750145417,1.4510589869966757,1.475159585963465,0.020358307484966053,1,0
3834,2.602404746004942,1.4363240743245984,1.4453490342137214,1.4681582988143933,1.5141722565961377,1.4411670252047357,1.4672116537072468,0.02105189071024883,1,0
3835,2.6045848210014513,1.4362250011043143,1.4454482361547265,1.4703317460950216,1.5147509233875331,1.4405259774315065,1.4677642207671968,0.021487933291082038,1,0
3836,2.605471988293445,1.432110608505417,1.4406618042685113,1.4683545592991607,1.5118816702831916,1.4356431089663086,1.464135285704293,0.021872758283720557,1,0
3837,2.6039953774122386,1.4267368836311252,1.4346929740825694,1.4660878806695024,1.5096030152250364,1.4306534035456377,1.4602593183806865,0.0229564943209779,1,0
3838,2.6026884206937924,1.422301667522238,1.4288865840993794,1.463752185160063,1.5070368052777812,1.4261292116024102,1.4564511965349083,0.023447080886689925,1,0
3839,2.603812271172789,1.4198886929973904,1.4248150673381301,1.4623911328260597,1.5053835813273548,1.4232011683613277,1.453947737463218,0.023425219207158163,1,0
3840,2.605521231746311,1.419367255526622,1.4234525645163474,1.4618269334474592,1.505246586708271,1.4231656604670193,1.4534229362847744,0.023431363237740876,1,0
3841,2.607046218454204,1.4196006372601835,1.422457172464748,1.4629235922826096,1.5048626808057322,1.4230719471878632,1.4533288481852382,0.023207556202555893,1,0
3842,2.60745226028464,1.4186920958088576,1.420504305108724,1.4627008956438146,1.5037269740673278,1.4216731703864338,1.452151336301575,0.023041152568804155,1,0
3843,2.6073070079528784,1.4182622443777089,1.4192049252457881,1.4622093750354561,1.5033366940558313,1.421131543523573,1.451470634465162,0.022879133272778723,1,0
3844,2.6070950054166047,1.4163478669604705,1.4160762258809687,1.4599271112380676,1.501762675275616,1.4193192507988743,1.4492713157983816,0.022717243126953123,1,0
3845,2.607826733779272,1.417027573522819,1.4159289917074436,1.4601613946264902,1.5017195967697468,1.4193489867959341,1.4492897424749036,0.02226067569966481,1,0
3846,2.6088491293145792,1.416471608706337,1.4145948438165095,1.4580737079745707,1.5008729124716402,1.4184751953827548,1.4480041649113686,0.021776564577051332,1,0
3847,2.607928055749315,1.411573016858314,1.410184627189108,1.451960396685132,1.497190934685378,1.4146726443294055,1.4435021507222559,0.022119214611468416,1,0
3848,2.607484797377286,1.406622241239035,1.4068943135317056,1.4462064265048875,1.4950953596950096,1.4117746385517902,1.4399926845708484,0.023174036708220193,1,0
3849,2.6076221403220545,1.4031963303864707,1.4046083515195773,1.4415132706765852,1.493789035032012,1.4091091187384008,1.4372549439916438,0.02369698830924394,1,0
3850,2.6067672589517534,1.4018597587900763,1.4039462920514938,1.4391942945814467,1.493373484432883,1.4081519613697457,1.4361665081088923,0.023887724107972907,1,0
3851,2.6097926334471846,1.3987392188502579,1.402184017198002,1.4353664292131205,1.491113507529088,1.4057276403744239,1.4335978985786588,0.02431552094416545,1,0
3852,2.610837685389207,1.3957981534668724,1.3996583925017245,1.4310903474291778,1.4887573552014715,1.4024514202118592,1.4304893788360582,0.02425129880895228,1,0
3853,2.6108529929649884,1.3961689190273325,1.4011933056826016,1.431075234138698,1.4911380058616048,1.4032290787201367,1.4316589061007603,0.024789415217684522,1,0
3854,2.6105200202247705,1.3974359660826745,1.4029422462961083,1.432199344297023,1.4934055362754388,1.404273523899808,1.4332051626920943,0.02495748518113896,1,0
3855,2.609766731689432,1.4005735125613807,1.406094333828837,1.4352885876616976,1.4974795668558185,1.40700741685514,1.4364674763003733,0.024987661977170263,1,0
3856,2.6104380474130653,1.3999567826714527,1.4061167555074143,1.4344744023108156,1.4969093139687915,1.4059933917675487,1.4358734658886425,0.02501382194910986,1,0
3857,2.6112861829792875,1.3998197521592688,1.4061249795447062,1.43414526666111,1.4965371997344559,1.4052064404397122,1.435503471594996,0.02485798198459161,1,0
3858,2.611999561142011,1.4015982877640498,1.4072347068736286,1.435938954431724,1.4981027543678234,1.4061411807362878,1.4368543991023661,0.02453701040296188,1,0
3859,2.6108696765489996,1.4018732393252542,1.4067153569948445,1.4369913035433062,1.4986955847230696,1.406439739974766,1.4372104963089964,0.024587391390818805,1,0
3860,2.6101964057800533,1.4009565520281644,1.405282876905941,1.4367910695018486,1.498052238428874,1.4058886199249367,1.4365037011904,0.024745602209572105,1,0
3861,2.6093502952667196,1.4010419658263231,1.4055162114691786,1.4369589635607112,1.4989525486933257,1.4059579774985373,1.436846425305438,0.024918779661162314,1,0
3862,2.609098401819111,1.4007528028133374,1.4043857609471346,1.4369973646024747,1.4990524640954905,1.4057601766108068,1.4365489415639767,0.024918147732348024,1,0
3863,2.608695975036367,1.4005409754137828,1.4040884708731332,1.437089099740711,1.4998425218001514,1.4058502770973607,1.436717592377839,0.025180047321744125,1,0
3864,2.6086648960400054,1.39977640532589,1.403435149522744,1.4366203245582372,1.5000640762415556,1.4058229271647162,1.4364856193718132,0.025554877508607656,1,0
3865,2.609566477118284,1.4002169515884222,1.4032379804272495,1.4368663147305831,1.499751757629553,1.4063151370576243,1.4365427974612524,0.025286991753414836,1,0
3866,2.6110614652716513,1.4018311771099066,1.4031957795296661,1.4383819586615652,1.5002620004903948,1.4074427057365952,1.4373206111045553,0.024691383203205977,1,0
3867,2.610324795021195,1.4011880825931338,1.4008939861770051,1.4382794389085594,1.499630932056892,1.4069005121286926,1.4364262173177873,0.024531809778892136,1,0
3868,2.6100942395143245,1.4007555223131911,1.3996726321744855,1.438344524509085,1.4992283115700866,1.4067405517613714,1.4359965050037573,0.02454113402627953,1,0
3869,2.607237793108765,1.3999752347585876,1.3980502580436436,1.4380725565709425,1.4985832599155435,1.405506561967176,1.4350531591243263,0.024443641089326125,1,0
3870,2.6049969230539047,1.3989413387477132,1.396138953432165,1.4373322846633716,1.4976569122337995,1.4045041479260794,1.433908074563854,0.02438561888060811,1,0
3871,2.6029583405681826,1.3989253830142108,1.3959131860822345,1.437516471486521,1.4982883912089144,1.4044488325899007,1.4340417203418927,0.024487667847843213,1,0
3872,2.6003412337210445,1.3979382138132268,1.3939090456507408,1.4372040852765948,1.497545660458983,1.4034228525868302,1.4330204109932874,0.02448129622643937,1,0
3873,2.5987998727195136,1.398463965144438,1.3930383614103914,1.4388077704333768,1.4978578161267424,1.4037917359216423,1.4333739209730383,0.024355093474075423,1,0
3874,2.5966941636329035,1.3976072822062697,1.39123612572439,1.4384863147090534,1.4970344759196021,1.402855606792545,1.4324031307863976,0.024291938374237376,1,0
3875,2.595668670459666,1.3983896539689564,1.3923293269718064,1.4390745733338488,1.4980388116529817,1.4036631556914267,1.433276466912516,0.02434060263245009,1,0
3876,2.5932969492134283,1.3988713012648124,1.393430122700001,1.4391138183928422,1.4982431388467075,1.4038092122144297,1.4336490730384952,0.024258218017031406,1,0
3877,2.5925324603805167,1.3965387870162171,1.3918097917692087,1.4366203553192527,1.4956378859925794,1.401126581461673,1.4312986536356784,0.024285544132363193,1,0
3878,2.5915712453952975,1.3968599686801577,1.392312451919829,1.4368256859739155,1.496031791096383,1.4015874651786393,1.431689348542192,0.024327470129954554,1,0
3879,2.5928134697661447,1.3955546158743175,1.3926306463136868,1.4349656868447338,1.4951038174128946,1.4006796196823743,1.4308449425634222,0.02466397695468002,1,0
3880,2.5926168320638983,1.3950217630313586,1.3930433012802814,1.4346510744525793,1.4947280398692775,1.4005561907583657,1.430744651590126,0.024968039208858935,1,0
3881,2.592477952853921,1.3932592706973697,1.3926638827012003,1.4331858303620966,1.4932188025947846,1.399626778605295,1.4296738235658442,0.0254705319970471,1,0
3882,2.5944030502725477,1.3914241897380837,1.3930166375688173,1.4309536413842454,1.4913674902864587,1.398831786781772,1.4285423890053233,0.02598326766704104,1,0
3883,2.595366008364959,1.3915249640183398,1.3953388837095413,1.4309338584950637,1.4916838920383295,1.3997426718248123,1.4294248265169367,0.026514064815109626,1,0
3884,2.595494046576279,1.3900543277489685,1.395175214681601,1.4290954653296981,1.4903072831748585,1.3991593127529065,1.428434318984766,0.026868572622278687,1,0
3885,2.5950781702457673,1.3861120908737907,1.3921113568809849,1.4256037251603042,1.4870914951177248,1.3964556317157695,1.425315552218696,0.027505110207967483,1,0
3886,2.5957064746874736,1.3825859033343777,1.3900085295306919,1.4226870948684105,1.484116191047007,1.3943239564749947,1.422783942980276,0.028253087789068168,1,0
3887,2.595374317283167,1.3814204335531877,1.3897229180439568,1.421885733043602,1.4833015444018331,1.3939557069506212,1.422216475610003,0.028684832974753428,1,0
3888,2.5950991810328152,1.3812270066180854,1.390061025003849,1.4217759379577573,1.4832347909869552,1.394254294971256,1.4223315122299542,0.028899384748513755,1,0
3889,2.594719343921059,1.3805225420947158,1.389979875890344,1.4214045856262927,1.4831072302655692,1.3940455116810744,1.42213430086582,0.02926007673520727,1,0
3890,2.5961076075364566,1.3806493712375565,1.3914497132306227,1.4218423289044975,1.4835282796357583,1.3950766328392687,1.4229742386525368,0.02974394494664864,1,0
3891,2.5964038796492046,1.3794532680611076,1.3911546666201606,1.4211690851886185,1.4828599524241148,1.3946859545779533,1.4224674147027119,0.030239108605938807,1,0
3892,2.5971136121783056,1.378783351469468,1.391997981920468,1.4208087265188771,1.4830786420755167,1.3944217553233798,1.4225767764595605,0.03078457747572919,1,0
3893,2.5972362953587433,1.3775122747004218,1.3915822342656823,1.4197945460337689,1.4824145331630896,1.3936339791462744,1.4218563231522037,0.031187432745295052,1,0
3894,2.5978183158513275,1.376386762007434,1.3919819597948027,1.4191553016715357,1.4824811203375245,1.3936253223358455,1.421810926034927,0.03194810448824558,1,0
3895,2.5992105531792933,1.3756480627633128,1.392374132193934,1.4188576001971045,1.4820728426470215,1.393691312718615,1.421748971939169,0.0324254914796792,1,0
3896,2.5999270538310024,1.3742772156231664,1.3924054045830176,1.4179652156797669,1.480943099961621,1.3929814710651265,1.4210737978223829,0.03293043772316845,1,0
3897,2.5999117884538596,1.3708422898757202,1.3903265051768152,1.4148964375147373,1.4774417128807191,1.3900508695204976,1.4181788812731924,0.03337843485229097,1,0
3898,2.599297935188298,1.367949006409492,1.3883705894340679,1.4116009609352367,1.47353416290296,1.3867506006410153,1.41506407847832,0.03329536293472513,1,0
3899,2.5971836598741,1.3614855754347905,1.3829616380386083,1.404900055101993,1.4664175778801332,1.3803536644759509,1.4086582338741713,0.033487653218512686,1,0
3900,2.594029908079117,1.3520615736753832,1.3745095576867752,1.396063869504499,1.4565175916266027,1.3711608545767189,1.3995629683486488,0.03394016257040065,1,0
3901,2.5919885107463605,1.3459140989011666,1.3686803862723105,1.390381863892254,1.4494568202526348,1.365021550724232,1.393385155285358,0.0340688690446609,1,0
3902,2.589195672932963,1.3399167443392173,1.3621434609911556,1.3853473159900869,1.443324463870691,1.359343081127165,1.3875395804947748,0.03432178571697101,1,0
3903,2.5882374023728363,1.338837171555678,1.3604069315928362,1.384444222047683,1.4420458250541315,1.3582689951144313,1.3862914934522705,0.03423112824447727,1,0
3904,2.587935838795849,1.3399219592249365,1.3612219035281239,1.3855578237107062,1.4431391003503065,1.3591020446639759,1.387255218063278,0.034120079868520954,1,0
3905,2.5887878339756085,1.3400205219253214,1.361143304853892,1.3855767272445312,1.4432063411198757,1.3592688474142451,1.387298805158136,0.03407938005642952,1,0
3906,2.590474893116803,1.340839158523468,1.3619658447183656,1.3865241454743928,1.443351752265017,1.3602458448029449,1.38802189681518,0.03399279103591447,1,0
3907,2.58981761691469,1.340060122948196,1.3604817587409204,1.3857644821989532,1.4425409623139474,1.3595167576779597,1.387075990232945,0.033895668020937415,1,0
3908,2.5897182861384898,1.3395469780263434,1.3595121021120828,1.3854297121959496,1.442234478991102,1.3591836400820425,1.3865899833452942,0.033927120406174134,1,0
3909,2.588833096189593,1.3377320604593956,1.3566131040502114,1.3846291907920971,1.441618140088868,1.3581584511550115,1.385254721521547,0.034306081274318265,1,0
3910,2.5899359919057563,1.3385802302536858,1.356794440167474,1.3855257590644463,1.4422865967501914,1.3593140417013339,1.3859802094208615,0.03419960750159778,1,0
3911,2.5913280558677396,1.3391578935869364,1.357096749934007,1.3861885807814003,1.4427495076454422,1.3603860467429758,1.3866052212759563,0.03421833912132455,1,0
3912,2.5923742136686956,1.3398040035980363,1.3574203024946614,1.3872068703843268,1.443492091939441,1.3616774533827796,1.3874491795503021,0.03434012333893807,1,0
3913,2.591662286870414,1.3406245728022899,1.3578096771779646,1.3874491612280253,1.4434325106647488,1.3618537212591757,1.3876362675824787,0.03387897526063656,1,0
3914,2.593181832900622,1.3439495657550884,1.3612162651705144,1.3894218996967633,1.4447089372638828,1.364567363817518,1.3899786164871695,0.03311493442137134,1,0
3915,2.59340717211872,1.3453642209328647,1.3620474888123666,1.390296464219996,1.4449605953258555,1.3653518426568472,1.3906640977537663,0.03257427648709065,1,0
3916,2.5951919189175143,1.3474228343349446,1.363202043580073,1.3920454714852621,1.4461648215424936,1.367336757926269,1.3921872736335246,0.03215403570077717,1,0
3917,2.596090458837567,1.3484568399869727,1.364304450788312,1.3928544098455071,1.446391381728788,1.3681042572820326,1.3929136249111598,0.03191639749164094,1,0
3918,2.597799472718548,1.348833813648292,1.3650832054846076,1.3922125555306595,1.4449937795874468,1.3679440982593194,1.3925584097155081,0.03139875193899322,1,0
3919,2.599033061350142,1.3483622088898342,1.3652939820033136,1.3904987311668933,1.4427646221418313,1.3667350853263973,1.3913231051596089,0.030877727905515066,1,0
3920,2.5986064787918344,1.3460751161121423,1.3636523103166833,1.387171713015783,1.438483997912135,1.3637743242037783,1.3882705863620948,0.030394269434551653,1,0
3921,2.597538177473494,1.34281038771111,1.3613274123532604,1.3827709257982168,1.4327448551315254,1.3597781421647193,1.3841553338619306,0.02987016351370343,1,0
3922,2.5970992070612593,1.3410411033717544,1.3600423185608967,1.3798431806119118,1.4295081389017892,1.3574706518950346,1.381716072492408,0.029438008235137682,1,0
3923,2.597591495765165,1.3417938935367246,1.3610672919906615,1.3795325609679605,1.4284897844541902,1.357644030755016,1.381683417041957,0.02887023395752388,1,0
3924,2.595150685573025,1.336531415968329,1.3568486724889333,1.37359672420212,1.421617432527132,1.3523571319943164,1.3761049903031255,0.028757670827194142,1,0
3925,2.5953895115057266,1.3355549408070537,1.3565083700361982,1.3719098002567127,1.4196700350585933,1.3513062934376732,1.3748486246972944,0.028580371092775482,1,0
3926,2.5956440609349816,1.3344515383862565,1.3559584284325432,1.3705606896610316,1.4178047708858301,1.3500168052049,1.3735851735460762,0.02849014091990488,1,0
3927,2.5978865086681258,1.3353722872617788,1.3567097191029223,1.3715280522491755,1.4180104415946584,1.3510963797978404,1.3743361481861491,0.02835104131969088,1,0
3928,2.5978729035089043,1.3336342394717509,1.3553657615485801,1.3692757896124164,1.4153175243412703,1.349344647850284,1.3723259308381377,0.028194243435126363,1,0
3929,2.597304604864412,1.3308362158849536,1.3530027708482661,1.3662722298140912,1.4115665102418626,1.3468421722608332,1.3694209207912635,0.02817592773740842,1,0
3930,2.5982027496439835,1.330507897585812,1.3525735564066874,1.365817771722554,1.41013417390271,1.3466176466203732,1.3687857871630813,0.027964850260904086,1,0
3931,2.596679785439676,1.329214392898678,1.3516279916763725,1.3639775805574825,1.4079006732394017,1.3451714044431013,1.3671694124790896,0.027761753030729253,1,0
3932,2.5962882779219907,1.3282474408916536,1.35145240601478,1.3621913568818271,1.406693554832685,1.3443665291661333,1.3661759617238562,0.027762544426813092,1,0
3933,2.59649274611075,1.325761023784472,1.3501796472646088,1.358114471597018,1.4037686559991327,1.3416062098113712,1.3634172461680327,0.027619001072045936,1,0
