dataset,RidgeVessel_RMSE_mps,MotionEnhanced_RMSE_mps,MotionEnhanced_RMSE_std_mps,RidgeVessel_shift_vs_SD1090_pct,MotionBranch_RMSE_reduction_pct,MotionBranch_reduction_std_pct
SD1090 validation,0.5854823263296461,0.48390853511375037,0.0034137919789451994,0.0,17.348737382502357,0.5830734465284474
SD1033-2024 matched,0.5094691520531771,0.42867841835481413,0.001284124149878162,-12.98300065742225,15.857826400827946,0.2520514038392904
SD1033-2023,0.7528815079060666,0.4954010396722734,0.012793378482749402,28.591671182601864,34.199334892671814,1.699255241150852
SD1033-2022,0.5624212045359709,0.4396862978956323,0.0016372490624133843,-3.938824582160161,21.822595885516407,0.29110727853232465
